Unnamed: 0	PMID	title	abstract
74	7472445	multiple presynaptic meshd018094 modulate excitatory and inhibitory meshd009435 in hippocampal area ca1	the meshd018094 mglurs have many important meshd012380 in meshd012926 of neuronal excitability and meshd009435 in hippocampal area ca1 activation of mglurs can reduce both excitatory and inhibitory meshd009435 the conventional view is that the presynaptic effects are mediated by l-meshc012729 meshc114785-sensitive or group iii mglurs meshc108823 mglur6 meshc102719 mglur8 however some studies suggest that other mglur subtypes may also be involved in meshd012926 of excitatory and inhibitory meshd009435 in area ca1 we have found that two pharmacologically distinct meshd017661 are involved in the meshd003863 of excitatory meshq000635 at the meshd006624--ca1 meshd013569 consistent with previous studies one receptor subtype is an meshc114785-sensitive receptor that is pharmacologically similar to meshc108823 or meshc102719 however we have found that a second mglur subtype which is pharmacologically similar to meshc104077 and mglur5 group i mglurs can also reduce excitatory meshd009435 in area ca1 meshq000032 of effects of meshq000819 of these two receptors on miniature epscs and paired-meshd011674 facilitation suggest that both receptors are localized presynaptically it is also shown that the mglur that reduces meshq000635 at inhibitory meshd013569 in area ca1 is presynaptically localized is insensitive to meshc114785 and is sensitive to meshq000819 selective for meshc104077 and mglur5
75	10477825	enzymatic properties of meshd051381 group iia and v meshd0107412 compared	group iia and v meshd0107412 pla2s are known to meshd010988 a meshd012380 in inflammatory responses we have constructed a bacterial expression vector for meshd051381 group iia and v pla2s over-expressed folded and purified the meshd011506 with the aim to study and compare the properties of the meshd004798 in detail for zwitterionic meshd010743 meshd008823 both meshd004798 display optimum activity at meshd006863 8 0 and absolutely require ca2 for enzymatic activity in the presence of substrate group v pla2 has a high affinity for ca2 kca290 microm while kca2 of group iia pla2 was found to be 16 mm the absence of substrate only marginally influences the ca2 affinities in contrast to group iia pla2 group v pla2 does not show a jump in the activity profile at substrate concentrations around the critical meshd008823 concentration direct binding studies using n-alkylphosphocholines indicate that group v pla2 meshd020478 meshd011506-meshd008055 aggregates at pre-micellar meshd008055 concentrations in a cooperative and ca2-dependent manner this meshd001519 which is comparable to that observed for the pla2 from meshd000073156 melanoleuca meshd012910 reflects the high affinity of this meshd004798 for zwitterionic meshd010743 competitive inhibition by the substrate analogues r-2-dodecanoylaminohexanol-1-meshd010767 and its phosphoglycol derivative was tested on zwitterionic meshd008823 as substrate group iia pla2 shows a preference for the phosphoglycol inhibitor whereas the meshd010767 inhibitor binds stronger to the meshd020134 of group v pla2 the enzymatic activity was also measured on zwitterionic meshd008081 which appear to be much better substrates for group v pla2 than for group iia pla2 the meshd016424 results suggest that group v pla2 is better suited for action on meshd001688 meshd008566 than group iia pla2
76	7703349	structure and meshq000502 of a molecular machine meshd003576	meshd045304 is responsible for over 90 of the meshd010100 meshd004467 in the living meshd002477 and contributes to the build-up of a meshd011522 electrochemical gradient derived by the vectorial transfer of meshd004583 between meshd045304 and molecular meshd010100 the meshd008670 meshd007477 found in meshd003576 meshd010988 a crucial meshd012380 in these processes and have been extensively studied in this meshd016454 we present and discuss some of the relevant spectroscopic and kinetic properties of the prosthetic groups of meshd003576
77	12354289	inhibition of meshd014365 activity and decreased meshd044282 binding in a meshd051379 model of meshd006816	the pathogenic mechanisms of the mutant meshd000071058 that cause meshd006816 hd are unknown previous studies have reported significant decreases in the levels of meshd012701 meshd012701 and its metabolite 5-meshd006897 meshd006897 in the meshd001921 of the r62 meshd008822 model of hd in an attempt to elucidate the cause of these neurochemical perturbations in hd the meshd011506 levels and enzymatic activity of meshd014365 tph the rate-limiting meshd004798 in meshd012701 meshq000096 were determined meshq000201 was measured in meshd001933 homogenates from 4- 8- and 12-week-old r62 meshd051379 and compared with meshd000368-matched wild-type meshq000517 meshd051379 we observed a 62 decrease in meshd001933 tph activity p  0009 in 4-week-old r62 meshd051379 well before the onset of meshd001526 in addition significant decreases in tph activity were also observed at 8 and 12 weeks of age 61 p  002 and 86 p  0005 respectively in the 12-week-old-meshd051379 no change in immunoreactive tph was observed meshd066298 binding showed that tph does not bind to meshd005091 1 of huntingtin in a meshc097188-dependent manner specifically meshd005982 huntingtin meshd005091 1 meshd011506 with 20 32 or 53 meshc097188 did not interact with radiolabeled meshd014365 therefore the inhibition of tph activity does not appear to result from a direct huntingtintph interaction receptor binding analyses for the meshd044282 in 12-week-old r62 meshd051379 revealed significant reductions in 8-meshc0313563hdpat binding in several hippocampal and cortical regions these results demonstrate that the serotonergic system in the r62 meshd051379 is severely disrupted in both presymptomatic and symptomatic meshd051379 the presymptomatic inhibition of tph activity in the r62 meshd051379 may help explain the functional consequences of hd and provide insights into new targets for meshd004358
78	7651139	overexpression of wild-type and mutant ndp meshd010770 in meshd004023	meshd009705 meshd011756 ndp meshd010770 has a central meshd012380 in the synthesis of deoxy-trinucleotides in addition meshd009154 in the meshd005796 encoding ndp meshd010770 have been shown to have important consequences for meshd004330 meshq000254 and mammalian tumorogenesis we have overexpressed in meshd004023 a genomic meshd002999 encoding the meshd004798 ndp meshd010770 the concomitant increase in the levels of meshd012313 and meshq000201 identifies a 5 non-meshd059019 genomic region of 09 kb as being the complete meshd011401 overexpression of wild-type ndp meshd010770 has no effect on meshq000254 this is also true for an inactive mutant h122c that does not have a dominant inhibitor effect overexpression of the p105g mutant ndp meshd010770 which is known to be affected in its stability meshd066298 only meshd007854 to a small increase in total ndp-meshd010770 activity thermal and chemical denaturation experiments demonstrate the formation of hexameric meshd002678 between wild-type and mutant monomers
79	9166661	impact of natural irs-1 meshd009154 on meshd007328 signals meshd009154 of irs-1 in the ptb domain and near sh2 meshd011485 sites result in impaired meshq000502 at different steps of irs-1 signaling	meshd055504 irs-1 is one of the major substrates of meshc410467 and mediates various meshd007328 signals downstream in this study we have examined the impact of three natural irs-1 meshd009154 identified in meshd003924 meshd010361 g971r p170r and m209t on meshd007328 signaling g971r is located near src homology 2 meshd011485 sites and p170r and m209t are located in the meshd019000 binding domain of irs-1 32d-ir meshd002477 stably overexpressing meshd006801 meshd011972 were transfected with wild-type meshd006801 irs-1 meshd018076 wt or three mutant irs-1 meshd018076 and analyzed all the meshd002460 expressing mutant irs-1 showed a significant reduction in 3hmeshd013936 incorporation compared with wt upon meshd007328 stimulation meshd002477 expressing g971r showed a 39 decrease p  0005 in meshd058539 meshd019869 activity a 43 decrease p  001 in binding of the 85-kda regulatory subunit of meshd019869 and a 22 decrease p  005 in meshd020928 activity compared with those expressing wt meshd002477 expressing p170r and m209t showed slight but significant decreases in meshd019869 activity 17 and 14 respectively both p  005 and in binding of p85 22 and 16 respectively both p  005 and a greater decrease in meshd020928 activity 41 and 43 respectively both p  0005 compared with wt after meshd007328 stimulation meshd002477 expressing p170r and m209t showed significant decreases in irs-1 meshd010766 37 and 42 respectively both p  005 and in irs-1 binding to the meshd011972 48 and 53 respectively p  001 compared with wt g971r showed no changes in irs-1 meshd010766 and in irs-1 binding to the meshd011972 compared with wt these data suggest that the impaired mitogenic response of p170r and m209t was mainly due to reduced binding to the meshd011972 whereas the impaired response of g971r was mainly due to reduced meshd001244 with meshd019869 p85
80	7820367	interaction between alcohol and meshd053583 on meshd000324 meshq000378 and the expression of meshd017781 in the meshd007031	we have observed that alcohol does not alter meshd000324 meshd000324 released in response to the iv meshd007267 of meshd053583 meshd053583 in contrast prior -30 to -90 min meshd009934 of moderate doses of alcohol 05-20 gkg significantly blunts meshd000324 meshq000378 following the intracerebroventricular icv meshd007267 of the meshd016207 we explored two possible mechanisms responsible for this phenomenon meshd000305 meshd005246 and alcohol-induced inhibition of hypothalamic neuronal activation measured through changes in c-fos and ngfi-b meshd012333 levels increasing meshd010949 meshd003345 levels by exposing meshd051381 to mild meshd004597 or injecting them with meshd003345 did not alter meshd000324 released by meshd051381 administered with meshd053583 into the meshd001921 ventricles alcohol which by itself did not stimulate c-fos or ngfi-b meshd012333 levels in the meshd010286 of the meshd007031 significantly blunted the meshd001076 of icv meshd053583 to increase the expression of these meshd017781 we conclude that the inhibitory influence exerted by prior alcohol meshq000628 on meshd000324 released by icv administered meshd053583 may reflect an interference with the stimulatory influence of the meshd016207 on hypothalamic meshd009474 involved in the activation of the hypothalamic-pituitary-adrenal axis
81	10975615	meshd009315 meshd006040 for meshd001525	because all meshd006262 conditions for which the meshd009315 meshd009315 is responsible manifest at the level of meshd001519 and all interventions must have an impact at the behavioral level meshd009315 is firmly committed to the support of meshd001525 in an era in which meshd012106 in areas that some view as reductionist--for example meshd023281 meshq000235 meshd023281 and meshd040901 and molecular meshd012586--is especially promising meshd009315 is striving to maintain a balance in its portfolio with studies that explore integrative aspects of meshd001695 including meshd001519 without this perspective new information about fundamental processes meshd014836 prove ultimately to be shallow this meshd016420 discusses how meshd032882 of meshd001921 and meshd001519 in meshd001523 and meshd006262 calls for integrating bottom-up meshd012106 that studies meshd001921 and meshd001519 through meshd005796 and molecules with top-down meshd012106 that examines the impact of meshd004777
82	8263519	preservation of meshd010084 meshd011073 and meshd005998 modulatory domains of the meshd016194 in meshd000544	this study used 3hmeshd016291 3hmeshd016291 binding to the meshd016202 meshd016202 receptor to examine meshd010084 meshd011073 and meshd005998 modulatory sites in meshd008566 derived from the superior frontal and the superior meshd013702 of meshd010361 with meshd000544 in meshq000517 subjects the competitive meshd011073 site antagonist meshc006624 inhibited 3hmeshd016291 binding in a dose-dependent fashion and this curve was shifted to the right by the addition of 50 microm meshd013095 meshc006624 inhibition of binding was more potent in the meshd013702 than in the meshd005625 in both the absence and presence of 50 microm meshd013095 in meshd000544 meshc006624 inhibition of 3hmeshd016291 binding in both the absence and the presence of meshd013095 was not different from meshq000517 in either of the two meshd001921 areas examined the sulfhydryl meshd010084 site of the meshd016194 was assessed using the meshd016877 55-dithio-bis2-nitrobenzoic meshd000143 which inhibited binding in a dose-dependent fashion this inhibition was similar in meshd010361 with meshd000544 and meshq000517 subjects meshd005998-stimulated 3hmeshd016291 binding was also unaffected in meshd010361 with meshd000544 however in the meshd013702 there was a significant age-associated decline in 3hmeshd016291 binding in the presence of 100 microm meshd018698 rs  -071 and 100 microm meshd018698 plus 30 microm meshd005998 rs  -090 there was also an age-related increase in meshc006624 meshd020128 which reflects an age-related decrease in meshc006624 affinity in the meshd005625 determined both in the absence rs  083 and the presence rs  079 of meshd013095 these data indicate that the meshd016194 and its modulatory meshd010084 meshd011073 and meshd005998 subsites are intact in meshd010361 with meshd000544 and that the modulatory activity of meshd011073 and meshd005998 sites decline with meshd000375
83	8299936	a map meshd010770 homolog mpk-1 is involved in ras-mediated induction of vulval meshd002477 fates in meshd017173	during meshq000254 of the meshd017173 hermaphrodite the gonadal anchor meshd002477 induces nearby pnp meshd002477 to adopt vulval fates the response to this signal is mediated by a receptor meshd011505 meshd015398 that has been remarkably well conserved during metazoan evolution because meshd008934-activated meshd011506 map meshd010770 are activated by receptor meshd011505 pathways in meshd014714 meshd002477 we hypothesized that c elegans map meshd010770 homologs may meshd010988 a meshd012380 in vulval induction two c elegans map meshd010770 meshd005796 mpk-1 and mpk-2 mpk map meshd010770 were cloned using degenerate meshd017931 and meshd016133 amplification in parallel meshd005796 involved in vulval induction were identified by meshq000175 for meshd009154 that suppress the vulval meshq000002 caused by an activated let-60 meshd011905 one such meshd013489 is an meshd000483 of mpk-1 we used a new type of mosaic meshq000032 to show that mpk-1 acts meshd002477 autonomously in the pnp meshd002477 our results show that mpk-1 meshd010988 an important functional meshd012380 as an activator in ras-mediated meshd015398 in vivo
84	8139849	familial meshd010051 meshd013577	this meshd010209 gives an overview of the familial meshd010051 meshd010051 prone meshd005190 defined as two or more first or second degree meshd005190 with meshd010051 are of clinical importance because first or second degree meshd005190 of affected meshd014930 are at meshd012306 of developing meshd010051 these meshd014930 need meshq000453 including prophylactic meshd010052 in those with increased meshd012306 meshd014930 with hereditary meshd010051 are at the greatest meshd012306 familial meshd010051 studies are also important in terms of meshd012106 they provide the best meshd065026 of identifying a meshd005796 involved in the genesis of meshd010051 there is good evidence that such a meshd005796 is likely to be involved in the meshq000254 of non-familial meshd010051 as well this might be a clue to meshd032882 the meshd001695 of meshd010051 therefore meshd010051 prone meshd005190 should be identified and since familial meshd010051 is rare available details about affected and non-affected meshd005190 should be registered at least at national level the author set up the hungarian meshd012042 for familial ovarian meshd002277 at the national institute of oncology budapest
85	12044926	meshd020411 for assessing meshd010051 meshd015870	although meshd020411 meshq000032 is presented as a revolution in meshd015870 studies it is in fact based on the classic technique of southern meshd004247 hybridisation where a labelled meshd015342 is hybridised to meshd004277 that is bound to a solid support matrix the truly revolutionary aspect of meshd046228 lies in the fact that within a given meshd002477 meshd011153 the expression of tens of thousands of meshd005796 and ultimately the entire meshd016678 can be assayed simultaneously this capability when coupled with powerful meshd000078332 meshd012984 allows meshd012108 to rapidly compare meshd015870 between two meshd002477 meshd011153 in the meshd009369 field this enables meshd012108 to compare meshd015870 between normal and malignant meshd002477 and to identify meshd005796 that are differentially regulated during meshd009369 meshq000254 microarray data can also be used to categorize tumours on the basis of their molecular profile which may provide important meshd001688 diagnostic and prognostic information as little as 5 years ago identifying even a few differentially expressed meshd005796 may have taken several years and meshd003365 tens of thousands of dollars today microarrays can identify ten meshd013995 the number of candidate meshd005796 in just a few months and at a tenth of the meshd003365 even so meshd046228 is still in its infancy and the meshd013672 is advancing rapidly there is little doubt that microarrays meshd014836 revolutionize our meshd001076 to quantify the complex changes that occur in meshd015870 during meshd009369 meshq000254 the greatest challenge that lies ahead is how to translate this meshd019359 into clinically useful diagnostic and meshd013812 tools in this meshd016454 we describe the technical aspects of meshd020411 meshq000032 and some of the current and meshd005544 applications of this meshd013672 for analysing meshd015870 in meshd010051
86	9224643	meshd001053 e meshd020478 stable complexes with recombinant meshd000544 meshd016229 precursor meshd011506	meshd001053 e meshd001057 a meshd011506 genetically linked to the meshd015994 of meshd000544 meshd020478 sds-stable complexes meshd066298 with meshd016229 meshd010455 abeta the primary component of meshd058225 in the present study we investigated whether meshd001057 was able to bind full-length abeta precursor meshd011506 app using a meshd058619-app fusion meshd011506 and meshd006801 meshd008079 vldl we detected an interaction of meshd001057 with app that was inhibited by abeta or anti-meshd001057 antibody saturation-binding experiments indicated a single binding equilibrium with an apparent 11 stoichiometry and a meshd004213 constant of 15 nm an interaction was also observed using meshd001057 from meshd002555 or delipidated vldl as well as recombinant meshd001057 appmeshd001057 complexes were sds-stable and their formation was not inhibited by reducing conditions however they were dissociated by sds under reducing conditions meshd001057app complexes formed high-molecular-mass aggregates and competition experiments suggested that meshd000596 14-23 of abeta are responsible for complex-formation finally no differences were found when studying the interaction of app with meshd053318 or meshd053327 taken together our results demonstrate that meshd001057 may meshd020478 stable complexes with the abeta moiety of app with characteristics similar to those of complexes formed with isolated abeta and suggest the intriguing possibility that meshd001057-app interactions may be pathologically relevant in vivo
87	11040166	importance of intestinal colonisation in the maturation of meshd056724 in early infancy a prospective meshd005500 of healthy meshd007223 meshd000368 0-6 months	to evaluate the meshd012380 of meshd000069196 and early formula feeding in the maturation of meshd056724 in healthy meshd007231 sixty four healthy meshd007223 were studied faecal colonisation with meshd001441 group meshd001644-like and meshd007778-like meshq000382 was examined at 1 2 and 6 months of age and also the number of meshd007070-secreting meshd007075-secreting and meshd007074-secreting meshd002477 detected by meshd058501 at 0 2 and 6 months of age intestinal colonisation with meshq000382 from the b fragilis group was more closely associated with maturation of meshd007070-secreting and meshd007075-secreting meshd002477 than colonisation with the other bacterial genera studied or meshd004032 meshd007223 colonised with b fragilis at 1 month of age had more meshd007070-secreting and meshd007075-secreting meshd002477106 mononuclear meshd002477 at 2 months of age geometric mean 95 meshd016001 1393 962 to 2018 and 754 427 to 1332 respectively than meshd007223 not colonised 1015 826 to 1247 and 394 304 to 511 respectively p  004 and p  0009 respectively the type of meshq000382 colonising the meshd007422 of meshd007231 and the timing may determine the meshd056747 of the naive meshd007107
88	10853862	activation of meshc093349 in a meshd003550 respiratory meshd004847 line by meshc075773 meshd019833 and cpx	the cellular basis of meshd003550 cf is a defect in a cyclic meshd000249 camp-activated meshd018118 cf transmembrane conductance regulator in meshd004847 that meshd007854 to decreased meshd002712 meshd017136 and impaired meshd014867 transport across the meshd002462 this study investigated whether it was possible to activate the defective meshd018118 in meshd003550 respiratory meshd004847 with meshc075773 meshc121358 meshd019833 and meshc051360 cpx the cf bronchial meshd004847 line cfbe41o- which expresses the deltaf508 meshd009154 was treated with these agents and loss of cl- indicating cl- efflux measured by meshd004577 meshd015124 alone did not induce cl- efflux in cfbe41o- meshd002477 but after incubation with meshc121358 a significant efflux of cl- occurred stimulation of meshd002477 with a combination of meshd019833 and camp also induced cl- efflux whereas a combination of pretreatment with meshc121358 and a combined stimulation with meshd019833 and camp induced an even larger cl- efflux cl- efflux could also be stimulated by cpx but this effect was not enhanced by meshc121358 pretreatment the deltaf508 meshd009154 meshd007854 to impaired processing of the meshd019005 the increased efflux of meshd002712 after meshc075773 meshq000628 can be explained by the fact that meshc075773 allows the deltaf508 meshd019005 to escape meshq000378 and to be transported to the meshd002477 surface meshd019833 and meshc051360 act by stimulating meshd002712 ion efflux by increasing the meshd011336 of the meshd019005 being open the combination of meshc075773 and meshd019833 may be useful in a potential pharmacological meshq000628 for meshd003550 meshd010361 with the deltaf508 meshd009154
89	7981461	meshd020847 meshd012926 of meshd002453 progression and meshd019940 expression in mcf-7 meshd006801 meshd001943 meshd002477	the molecular mechanisms by which meshd020847 inhibit meshd001943 meshd049109 are not well understood using cultured meshd001943 meshd002460 we studied the effects of meshd020847 on proliferation and meshd002453 progression and used this information to select candidate meshd002453 meshd005809 that are potential targets for meshd020847 under meshd004967- and meshd044967-free conditions meshd020847 inhibited proliferation of meshd061986 stimulated with meshd007328 meshd002477 were blocked at a point in meshd016193 these effects are comparable with those in meshd044967- and meshd004967-containing medium and were also seen to a lesser degree in meshd008819 bearing mcf-7 meshd009369 similar meshd019370 with other meshd010455 meshd008934 suggest that the process inhibited by meshd020847 is common to meshd004967 and meshd036341 activated pathways other studies have identified g1 meshd016213 as potential targets for meshd036341 and meshd013256 meshd006728meshd013256 antagonist meshd012926 of meshd001940 meshd004847 proliferation in meshd061986 growing in the presence of meshd012710 meshd019938 meshd012333 was rapidly down-regulated by steroidal and nonsteroidal meshd020847 by an apparently meshd011960 mediated mechanism meshd019940 expression was maximally inhibited before effects on entry into meshd016196 and inhibition was therefore not merely a consequence of changes in meshd002453 progression together with data on the effects of meshd020847 in meshd044967-free conditions 1 these results suggest meshd015536 of meshd019938 by meshd020847 may be a general phenomenon in meshd011960-positive meshd001943 meshd002477 independent of meshq000208 conditions and class of meshd020847 these meshd019370 are compatible with the hypothesis that reductions in meshd019938 levels may mediate in part the action of meshd020847 in blocking entry of meshd002477 into meshd016196
90	8797472	polymorphism at meshd003062 129 or meshd003062 219 of prnp and clinical heterogeneity in a previously unreported meshd005190 with gerstmann-strussler-scheinker meshd004194 prp-p102l meshd009154	we present a new large italian meshd005190 affected by gerstmann-strussler-scheinker meshd013577 gss associated with the pro to leu meshd017354 at meshd003062 102 of the meshd000072002 meshd005796 prnp the affected members of this meshd005190 show a remarkable meshd000073537 of the meshd004194 three of them had a clinical picture characterized by meshd003704 and a brief illness duration less than 1 year while the other five members presented an ataxic slowly evolving meshd013577 a clinical duration of 3 to 4 years with no evidence of meshd060825 despite these remarkable clinical differences among affected members we found no correlation between the clinical presentation and the meshd003062 129 or meshd003062 219 meshd005838 these data suggest that factors as yet unidentified may influence the clinical expression of the meshd004194
91	11741523	meshd051246 in meshd006801 meshd050527 modulated by meshd016212 and meshc020491	to identify glut1 in meshd006801 meshd050527 and its meshd012926 by meshd053773 and meshc020491 identification of glut1 was performed in meshd006801 meshd050527 by analyzing its meshd012333 expression meshd011506 product and functional meshq000032 the effects of meshd053773 and meshc020491 on meshd005947 uptake and glut1 meshd012333 expression in meshd050527 were examined by 3h-meshd003847 uptake and meshd015152 meshq000032 it was found that meshd006801 meshd050527 do express functional glut1 the 2-dog uptake of meshd050527 was markedly increased by meshd053773 stimulation with simultaneous elevated expression of glut1 meshd012333 increased meshd005947 uptake and glut1 meshd012333 expression in meshd050527 induced by meshd053773 were markedly attenuated by meshc020491 in a dose-dependent manner we found that functional glut1 did present in meshd006801 meshd050527 meshd053773 stimulated the meshd005947 uptake in meshd050527 through meshd015854 of glut1 expression this effect of meshd053773 could be antagonized by meshc020491
92	11331070	involvement of meshd014212 in the breakdown of meshd000072482 and gamma through meshd046988 in mcf-7 meshd006801 meshd001943 meshd002477	most studies have reported an meshd015854 of meshd018168 rar meshd012333 expression by meshd014212 ra we aimed to study the effect of ra on rar meshd011506 levels in mcf-7 meshd006801 meshd001943 meshd002477 incubation of these meshd002477 with 10-6 m ra induced a rapid breakdown of both raralpha and meshc082926 in spite of the accumulation of their meshd012333 meshd046988 specific meshq000037 blocked the ra-induced breakdown of rars furthermore ra enhanced the formation of the complex between raralpha and meshd025801 in a concentration- and meshd013995-dependent manner suggesting the involvement of meshd025801 and meshd046988 in this reaction meshd047490 rxralpha was also decreased albeit to a lesser extent in ra-treated meshd002477 meshq000706 of meshd062165 meshq000819 and meshq000037 clearly showed that the effect of the meshd012176 on the breakdown of the meshd012176 receptors is receptor-meshd008024 agonist-dependent and blunted by the antagonist an meshd024202 using nuclear extracts from ra-treated meshd002477 showed that a reduction in complex formation with meshd006728 meshd020218 correlated with the reduction of rar and meshd047488 these data suggest that ra induces the breakdown of rars through a process involving meshd054875 and that this phenomenon meshq000209 a reduction in the formation of meshc033365 complexes
93	12693446	meshd012380 of modified widal test in the meshd003933 of meshd014435	to evaluate the diagnostic meshd012680 of modified widal for recent meshd007239 in comparison with conventional widal test modified widal test was simultaneously done along with conventional widal test in meshd044967 samples obtained from 50 bacteriologically positive cases of meshd014435 as well as 50 healthy individuals a four-fold difference in the titres was noticed in the 50 sera of the test group and no meshd005249 in the titres of the meshd035061 the early rising o meshd000906 which are predominantly meshd007075 in meshd019368 these are due to recent meshd007239 and are inactivated by meshd008623 on the other meshd006225 h is a mixture of meshd007074 and meshd007075 hence meshd007075 portion gets inactivated giving rise to fall in titre by inactivating meshd007075 in modified widal test the meshd000371 would be brought about only by specific meshd007074 while in the conventional widal test meshd000371 is due to specific meshd007074 and meshd007075 the difference in the titres indicates specific meshd007075 class of meshd000906 which is the hallmark of recent meshd007239 if conventional widal test and modified widal test are simultaneously done one can be definite about the meshd003933 of meshd014435
94	12417439	meshd007109 meshd015870 increases in the meshd000375 meshd051189 meshd006624	using meshd020411 basal and meshd008070 lps-induced meshd015870 was examined in the meshd006624 of 3- 12- 18- and 24-month-old meshd008297 c57bl6 meshd051379 to identify meshd005796 whose altered expression could influence hippocampal meshq000502 in advanced age meshd005796 meshd004602 that changed with age were selected with a t-meshd020500 and specific expression patterns were confirmed with real-meshd013995 quantitative meshd016133 basal expression of 128 meshd005796 meshd004602 clearly changed with age in the meshd006624 fourteen meshd005796 meshd004602 showed increased expression with age and these increases were validated after lps stimulation meshd008285 mhc tl region and thymic shared meshd000941 meshc084839 meshd015870 increased suggesting meshd013601 activation in the meshd006624 with age meshd016207 meshd007378 il-1beta meshd014409 tnf-alpha and meshd018925 meshd008264 chemotactic meshd011506-1 expression increased sharply in 24-month-old meshd051379 these meshq000175 are in contrast to a decrease in the peripheral meshd007109 documented by decreased meshd013601 proliferation and decreased ratios of naive to meshd000091246 age-related increases in inflammatory potential in the meshd001921 may contribute to meshd019636 of the meshd000368
95	11403571	the meshd000078791 tap meshd008722 a general meshd008722 of meshd011506 complex meshq000302	identification of components present in meshd001688 complexes requires their meshq000302 to near homogeneity meshq000379 of meshq000302 vary from meshd011506 to meshd011506 making it impossible to design a general meshq000302 strategy valid for all cases we have developed the meshd000078791 tap meshd008722 as a tool that allows rapid meshq000302 under native conditions of complexes even when expressed at their natural level prior meshd019359 of complex composition or meshq000502 is not required the tap meshd008722 requires fusion of the tap tag either n- or c-terminally to the target meshd011506 of interest starting from a relatively small number of meshd002477 active meshd046911 can be isolated and used for multiple applications variations of the meshd008722 to specifically purify complexes containing two given components or to subtract undesired complexes can easily be implemented the tap meshd008722 was initially developed in meshd015003 but can be successfully adapted to various organisms its simplicity high yield and wide applicability make the tap meshd008722 a very useful meshd008722 for meshd011506 meshq000302 and meshd020543 exploration
96	11990295	functional properties of egfp-tagged meshd018482 meshd002118-release channel meshd019837 expressed in meshd019556 meshd012680 to meshd002110 and 4-chloro-meshc042041	we constructed and expressed in meshd019556 three e-meshd049452 egfp tagged recombinant meshd018482 meshd019837 ryr egfp was tagged to i the nh2-terminus negfp-ryrfl and to ii the cooh-terminus cryrfl-egfp of the full length ryr we also tagged the egfp to iii the nh2-terminus of a truncated version of the ryr negfp-ryrbhat lacking the bulk of the meshd011506 the fluorescent pattern egfp with all three constructs colocalize with that of an meshd004721 er meshd008566 tracker meshd005456 indicating that the ryr constructs are targeted to er meshd008566 our results show that i cooh-terminal tagging abolishes the meshd012680 of the ryr to meshd002110 whereas the presence of egfp at the nh2-terminus does not meshd000339 meshd002110 meshd012680 and ii 4-cl-meshc042041 meshd012680 is lost both with the truncated negfp-ryrbhat and the negfp-ryrfl while cooh-terminal tagging does not meshd000339 meshd012680 to 4-chloro-meshc042041 the dose-response curves of meshd002110-induced meshd002118 release of negfp-ryrfl differ from those of the truncated negfp-ryrbhat maximal meshd002118 release was approached at 10 mm meshd002110 with the negfp-ryrfl while meshd002477 expressing the negfp-ryrbhat construct displayed a bell shaped curve and the maximal concentration for meshd002110-induced meshd002118 release was 5 mm equilibrium 3h-meshd012433 binding confirmed the meshd002118 meshd010783 data our results demonstrate that egfp tagging modifies the pharmacological properties of ryr and suggest that 4-chloro-meshc042041 and meshd002110 act through different mechanisms and probably interact with different sites on the ryr meshd002118 release channel
97	10662772	mass transport of proform of a kdel-tailed meshd057056 sh-ep to meshd011506 storage meshd014617 by meshd004721-derived vesicle is involved in meshd011506 mobilization in germinating meshd012639	a vacuolar meshd057056 designated sh-ep is expressed in the meshd018548 of germinated meshd000070658 meshd012639 and is responsible for the meshq000378 of storage meshd011506 sh-ep is a characteristic vacuolar meshd010447 possessing a cooh-terminal meshd004721 er retention sequence kdel in this meshd014937 immunocytochemical meshq000032 of the meshd018548 meshd002477 of germinated v mungo meshd012639 was performed using seven kinds of meshd000906 to identify the intracellular transport pathway of sh-ep from er to meshd011506 storage meshd014617 a proform of sh-ep synthesized in er accumulated at the edge or middle region of er where the meshd022161 was formed the vesicle containing a large amount of prosh-ep termed kv budded off from er bypassed the meshd006056 and was sorted to meshd011506 storage meshd014617 this massive transport of sh-ep via kv was meshd013850 to mediate dynamic meshd011506 mobilization in the meshd018548 meshd002477 of germinated meshd012639 we discuss the possibilities that the meshc073762 of kdel-tailed vacuolar meshd057056 meshq000502 as an accumulation signal at er and that the mass transport of the meshd010447 by er-derived kv-like vesicle is involved in the meshd011506 mobilization of meshd010944
