	PMID	title	abstract
82	8263519	Preservation of MeSHD010084, MeSHD011073, and MeSHD005998 modulatory domains of the MeSHD016194 in MeSHD000544.	This study used [3H]MeSHD016291 ([3H]MeSHD016291) binding to the MeSHD016202 (MeSHD016202) receptor to examine MeSHD010084, MeSHD011073, and MeSHD005998 modulatory sites in MeSHD008566 derived from the superior frontal and the superior MeSHD013702 of MeSHD010361 with MeSHD000544. In MeSHQ000517 subjects the competitive MeSHD011073 site antagonist MeSHC006624 inhibited [3H]MeSHD016291 binding in a dose-dependent fashion and this curve was shifted to the right by the addition of 50 microM MeSHD013095. MeSHC006624 inhibition of binding was more potent in the MeSHD013702 than in the MeSHD005625, in both the absence and presence of 50 microM MeSHD013095. In MeSHD000544, MeSHC006624 inhibition of [3H]MeSHD016291 binding (in both the absence and the presence of MeSHD013095) was not different from MeSHQ000517 in either of the two MeSHD001921 areas examined. The sulfhydryl MeSHD010084 site of the MeSHD016194 was assessed using the MeSHD016877 5,5'-dithio-bis(2-nitrobenzoic MeSHD000143), which inhibited binding in a dose-dependent fashion. This inhibition was similar in MeSHD010361 with MeSHD000544 and MeSHQ000517 subjects. MeSHD005998-stimulated [3H]MeSHD016291 binding was also unaffected in MeSHD010361 with MeSHD000544. However, in the MeSHD013702 there was a significant age-associated decline in [3H]MeSHD016291 binding in the presence of 100 microM MeSHD018698 (Rs = -0.71) and 100 microM MeSHD018698 plus 30 microM MeSHD005998 (Rs = -0.90). There was also an age-related increase in MeSHC006624 MeSHD020128 (which reflects an age-related decrease in MeSHC006624 affinity) in the MeSHD005625, determined both in the absence (Rs = 0.83) and the presence (Rs = 0.79) of MeSHD013095. These data indicate that the MeSHD016194 and its modulatory MeSHD010084, MeSHD011073, and MeSHD005998 subsites are intact in MeSHD010361 with MeSHD000544 and that the modulatory activity of MeSHD011073 and MeSHD005998 sites decline with MeSHD000375.
83	8299936	A MAP MeSHD010770 homolog, mpk-1, is involved in ras-mediated induction of vulval MeSHD002477 fates in MeSHD017173.	During MeSHQ000254 of the MeSHD017173 hermaphrodite, the gonadal anchor MeSHD002477 induces nearby Pn.p MeSHD002477 to adopt vulval fates. The response to this signal is mediated by a receptor MeSHD011505 MeSHD015398 that has been remarkably well conserved during metazoan evolution. Because MeSHD008934-activated MeSHD011506 (MAP) MeSHD010770 are activated by receptor MeSHD011505 pathways in MeSHD014714 MeSHD002477, we hypothesized that C. elegans MAP MeSHD010770 homologs may MeSHD010988 a MeSHD012380 in vulval induction. Two C. elegans MAP MeSHD010770 MeSHD005796, mpk-1 and mpk-2 (mpk, MAP MeSHD010770), were cloned using degenerate MeSHD017931 and MeSHD016133 amplification; in parallel, MeSHD005796 involved in vulval induction were identified by MeSHQ000175 for MeSHD009154 that suppress the vulval MeSHQ000002 caused by an activated let-60 MeSHD011905. One such MeSHD013489 is an MeSHD000483 of mpk-1. We used a new type of mosaic MeSHQ000032 to show that mpk-1 acts MeSHD002477 autonomously in the Pn.p MeSHD002477. Our results show that mpk-1 MeSHD010988 an important functional MeSHD012380 as an activator in ras-mediated MeSHD015398 in vivo.
84	8139849	[Familial MeSHD010051 MeSHD013577].	This MeSHD010209 gives an overview of the familial MeSHD010051. MeSHD010051 prone MeSHD005190 defined as two or more first or second degree MeSHD005190 with MeSHD010051, are of clinical importance because first or second degree MeSHD005190 of affected MeSHD014930 are at MeSHD012306 of developing MeSHD010051. These MeSHD014930 need MeSHQ000453 including prophylactic MeSHD010052 in those with increased MeSHD012306. MeSHD014930 with hereditary MeSHD010051 are at the greatest MeSHD012306. Familial MeSHD010051 studies are also important in terms of MeSHD012106. They provide the best MeSHD065026 of identifying a MeSHD005796 involved in the genesis of MeSHD010051. There is good evidence that such a MeSHD005796 is likely to be involved in the MeSHQ000254 of non-familial MeSHD010051 as well. This might be a clue to MeSHD032882 the MeSHD001695 of MeSHD010051. Therefore MeSHD010051 prone MeSHD005190 should be identified and, since familial MeSHD010051 is rare, available details about affected and non-affected MeSHD005190 should be registered at least at national level. The author set up the Hungarian MeSHD012042 for familial ovarian MeSHD002277 at the National Institute of Oncology Budapest.
85	12044926	MeSHD020411 for assessing MeSHD010051 MeSHD015870.	Although MeSHD020411 MeSHQ000032 is presented as a revolution in MeSHD015870 studies, it is in fact based on the classic technique of Southern MeSHD004247 hybridisation where a labelled MeSHD015342 is hybridised to MeSHD004277 that is bound to a solid support matrix. The truly revolutionary aspect of MeSHD046228 lies in the fact that, within a given MeSHD002477 MeSHD011153, the expression of tens of thousands of MeSHD005796, and ultimately the entire MeSHD016678, can be assayed simultaneously. This capability, when coupled with powerful MeSHD000078332 MeSHD012984, allows MeSHD012108 to rapidly compare MeSHD015870 between two MeSHD002477 MeSHD011153. In the MeSHD009369 field, this enables MeSHD012108 to compare MeSHD015870 between normal and malignant MeSHD002477 and to identify MeSHD005796 that are differentially regulated during MeSHD009369 MeSHQ000254. Microarray data can also be used to categorize tumours on the basis of their molecular profile, which may provide important MeSHD001688, diagnostic and prognostic information. As little as 5 years ago identifying even a few differentially expressed MeSHD005796 may have taken several years and MeSHD003365 tens of thousands of dollars. Today microarrays can identify ten MeSHD013995 the number of candidate MeSHD005796 in just a few months and at a tenth of the MeSHD003365. Even so, MeSHD046228 is still in its infancy and the MeSHD013672 is advancing rapidly. There is little doubt that microarrays MeSHD014836 revolutionize our MeSHD001076 to quantify the complex changes that occur in MeSHD015870 during MeSHD009369 MeSHQ000254. The greatest challenge that lies ahead is how to translate this MeSHD019359 into clinically useful diagnostic and MeSHD013812 tools. In this MeSHD016454, we describe the technical aspects of MeSHD020411 MeSHQ000032 and some of the current and MeSHD005544 applications of this MeSHD013672 for analysing MeSHD015870 in MeSHD010051.
86	9224643	MeSHD001053 E MeSHD020478 stable complexes with recombinant MeSHD000544 MeSHD016229 precursor MeSHD011506.	MeSHD001053 E (MeSHD001057), a MeSHD011506 genetically linked to the MeSHD015994 of MeSHD000544, MeSHD020478 SDS-stable complexes MeSHD066298 with MeSHD016229 MeSHD010455 (Abeta), the primary component of MeSHD058225. In the present study, we investigated whether MeSHD001057 was able to bind full-length Abeta precursor MeSHD011506 (APP). Using a MeSHD058619-APP fusion MeSHD011506 and MeSHD006801 MeSHD008079 (VLDL), we detected an interaction of MeSHD001057 with APP that was inhibited by Abeta or anti-MeSHD001057 antibody. Saturation-binding experiments indicated a single binding equilibrium with an apparent 1:1 stoichiometry and a MeSHD004213 constant of 15 nM. An interaction was also observed using MeSHD001057 from MeSHD002555 or delipidated VLDL, as well as recombinant MeSHD001057. APP.MeSHD001057 complexes were SDS-stable, and their formation was not inhibited by reducing conditions; however, they were dissociated by SDS under reducing conditions. MeSHD001057.APP complexes formed high-molecular-mass aggregates, and competition experiments suggested that MeSHD000596 14-23 of Abeta are responsible for complex-formation. Finally, no differences were found when studying the interaction of APP with MeSHD053318 or MeSHD053327. Taken together, our results demonstrate that MeSHD001057 may MeSHD020478 stable complexes with the Abeta moiety of APP with characteristics similar to those of complexes formed with isolated Abeta, and suggest the intriguing possibility that MeSHD001057-APP interactions may be pathologically relevant in vivo.
87	11040166	Importance of intestinal colonisation in the maturation of MeSHD056724 in early infancy: a prospective MeSHD005500 of healthy MeSHD007223 MeSHD000368 0-6 months.	To evaluate the MeSHD012380 of MeSHD000069196 and early formula feeding in the maturation of MeSHD056724 in healthy MeSHD007231. Sixty four healthy MeSHD007223 were studied. Faecal colonisation with MeSHD001441 group, MeSHD001644-like, and MeSHD007778-like MeSHQ000382 was examined at 1, 2, and 6 months of age, and also the number of MeSHD007070-secreting, MeSHD007075-secreting, and MeSHD007074-secreting MeSHD002477 (detected by MeSHD058501) at 0, 2, and 6 months of age. Intestinal colonisation with MeSHQ000382 from the B fragilis group was more closely associated with maturation of MeSHD007070-secreting and MeSHD007075-secreting MeSHD002477 than colonisation with the other bacterial genera studied or MeSHD004032. MeSHD007223 colonised with B fragilis at 1 month of age had more MeSHD007070-secreting and MeSHD007075-secreting MeSHD002477/10(6) mononuclear MeSHD002477 at 2 months of age (geometric mean (95% MeSHD016001) 1393 (962 to 2018) and 754 (427 to 1332) respectively) than MeSHD007223 not colonised (1015 (826 to 1247) and 394 (304 to 511) respectively); p = 0.04 and p = 0.009 respectively. The type of MeSHQ000382 colonising the MeSHD007422 of MeSHD007231 and the timing may determine the MeSHD056747 of the naive MeSHD007107.
88	10853862	Activation of MeSHC093349 in a MeSHD003550 respiratory MeSHD004847 line by MeSHC075773, MeSHD019833 and CPX.	The cellular basis of MeSHD003550 (CF) is a defect in a cyclic MeSHD000249 (cAMP)-activated MeSHD018118 (CF transmembrane conductance regulator) in MeSHD004847 that MeSHD007854 to decreased MeSHD002712 MeSHD017136 and impaired MeSHD014867 transport across the MeSHD002462. This study investigated whether it was possible to activate the defective MeSHD018118 in MeSHD003550 respiratory MeSHD004847 with MeSHC075773 (MeSHC121358), MeSHD019833 and MeSHC051360 (CPX). The CF bronchial MeSHD004847 line CFBE41o-, which expresses the deltaF508 MeSHD009154, was treated with these agents and loss of Cl-, indicating Cl- efflux, measured by MeSHD004577. MeSHD015124 alone did not induce Cl- efflux in CFBE41o- MeSHD002477, but after incubation with MeSHC121358 a significant efflux of Cl- occurred. Stimulation of MeSHD002477 with a combination of MeSHD019833 and cAMP also induced Cl- efflux, whereas a combination of pretreatment with MeSHC121358 and a combined stimulation with MeSHD019833 and cAMP induced an even larger Cl- efflux. Cl- efflux could also be stimulated by CPX, but this effect was not enhanced by MeSHC121358 pretreatment. The deltaF508 MeSHD009154 MeSHD007854 to impaired processing of the MeSHD019005. The increased efflux of MeSHD002712 after MeSHC075773 MeSHQ000628 can be explained by the fact that MeSHC075773 allows the deltaF508 MeSHD019005 to escape MeSHQ000378 and to be transported to the MeSHD002477 surface. MeSHD019833 and MeSHC051360 act by stimulating MeSHD002712 ion efflux by increasing the MeSHD011336 of the MeSHD019005 being open. The combination of MeSHC075773 and MeSHD019833 may be useful in a potential pharmacological MeSHQ000628 for MeSHD003550 MeSHD010361 with the deltaF508 MeSHD009154.
89	7981461	MeSHD020847 MeSHD012926 of MeSHD002453 progression and MeSHD019940 expression in MCF-7 MeSHD006801 MeSHD001943 MeSHD002477.	The molecular mechanisms by which MeSHD020847 inhibit MeSHD001943 MeSHD049109 are not well understood. Using cultured MeSHD001943 MeSHD002460, we studied the effects of MeSHD020847 on proliferation and MeSHD002453 progression and used this information to select candidate MeSHD002453 MeSHD005809 that are potential targets for MeSHD020847. Under MeSHD004967- and MeSHD044967-free conditions MeSHD020847 inhibited proliferation of MeSHD061986 stimulated with MeSHD007328. MeSHD002477 were blocked at a point in MeSHD016193. These effects are comparable with those in MeSHD044967- and MeSHD004967-containing medium and were also seen to a lesser degree in MeSHD008819 bearing MCF-7 MeSHD009369. Similar MeSHD019370 with other MeSHD010455 MeSHD008934 suggest that the process inhibited by MeSHD020847 is common to MeSHD004967 and MeSHD036341 activated pathways. Other studies have identified G1 MeSHD016213 as potential targets for MeSHD036341 and MeSHD013256 MeSHD006728/MeSHD013256 antagonist MeSHD012926 of MeSHD001940 MeSHD004847 proliferation. In MeSHD061986 growing in the presence of MeSHD012710, MeSHD019938 MeSHD012333 was rapidly down-regulated by steroidal and nonsteroidal MeSHD020847 by an apparently MeSHD011960 mediated mechanism. MeSHD019940 expression was maximally inhibited before effects on entry into MeSHD016196 and inhibition was therefore not merely a consequence of changes in MeSHD002453 progression. Together with data on the effects of MeSHD020847 in MeSHD044967-free conditions [1], these results suggest MeSHD015536 of MeSHD019938 by MeSHD020847 may be a general phenomenon in MeSHD011960-positive MeSHD001943 MeSHD002477, independent of MeSHQ000208 conditions and class of MeSHD020847. These MeSHD019370 are compatible with the hypothesis that reductions in MeSHD019938 levels may mediate in part the action of MeSHD020847 in blocking entry of MeSHD002477 into MeSHD016196.
90	8797472	Polymorphism at MeSHD003062 129 or MeSHD003062 219 of PRNP and clinical heterogeneity in a previously unreported MeSHD005190 with Gerstmann-Sträussler-Scheinker MeSHD004194 (PrP-P102L MeSHD009154).	We present a new, large, Italian MeSHD005190 affected by Gerstmann-Sträussler-Scheinker MeSHD013577 (GSS) associated with the Pro to Leu MeSHD017354 at MeSHD003062 102 of the MeSHD000072002 MeSHD005796 (PRNP). The affected members of this MeSHD005190 show a remarkable MeSHD000073537 of the MeSHD004194: three of them had a clinical picture characterized by MeSHD003704 and a brief illness duration (less than 1 year), while the other five members presented an ataxic, slowly evolving MeSHD013577 (a clinical duration of 3 to 4 years) with no evidence of MeSHD060825. Despite these remarkable clinical differences among affected members, we found no correlation between the clinical presentation and the MeSHD003062 129 or MeSHD003062 219 MeSHD005838. These data suggest that factors as yet unidentified may influence the clinical expression of the MeSHD004194.
91	11741523	MeSHD051246 in MeSHD006801 MeSHD050527 modulated by MeSHD016212 and MeSHC020491.	To identify GLUT1 in MeSHD006801 MeSHD050527 and its MeSHD012926 by MeSHD053773 and MeSHC020491. Identification of GLUT1 was performed in MeSHD006801 MeSHD050527 by analyzing its MeSHD012333 expression, MeSHD011506 product, and functional MeSHQ000032. The effects of MeSHD053773 and MeSHC020491 on MeSHD005947 uptake and GLUT1 MeSHD012333 expression in MeSHD050527 were examined by [3H]-MeSHD003847 uptake and MeSHD015152 MeSHQ000032. It was found that MeSHD006801 MeSHD050527 do express functional GLUT1. The 2-DOG uptake of MeSHD050527 was markedly increased by MeSHD053773 stimulation with simultaneous elevated expression of GLUT1 MeSHD012333. Increased MeSHD005947 uptake and GLUT1 MeSHD012333 expression in MeSHD050527 induced by MeSHD053773 were markedly attenuated by MeSHC020491 in a dose-dependent manner. We found that functional GLUT1 did present in MeSHD006801 MeSHD050527. MeSHD053773 stimulated the MeSHD005947 uptake in MeSHD050527 through MeSHD015854 of GLUT1 expression, this effect of MeSHD053773 could be antagonized by MeSHC020491.
92	11331070	Involvement of MeSHD014212 in the breakdown of MeSHD000072482 and gamma through MeSHD046988 in MCF-7 MeSHD006801 MeSHD001943 MeSHD002477.	Most studies have reported an MeSHD015854 of MeSHD018168 (RAR) MeSHD012333 expression by MeSHD014212 (RA). We aimed to study the effect of RA on RAR MeSHD011506 levels in MCF-7 MeSHD006801 MeSHD001943 MeSHD002477. Incubation of these MeSHD002477 with 10(-6) M RA induced a rapid breakdown of both RARalpha and MeSHC082926 in spite of the accumulation of their MeSHD012333. MeSHD046988 specific MeSHQ000037 blocked the RA-induced breakdown of RARs. Furthermore, RA enhanced the formation of the complex between RARalpha and MeSHD025801 in a concentration- and MeSHD013995-dependent manner, suggesting the involvement of MeSHD025801 and MeSHD046988 in this reaction. MeSHD047490 (RXRalpha) was also decreased, albeit to a lesser extent, in RA-treated MeSHD002477. MeSHQ000706 of MeSHD062165 MeSHQ000819 and MeSHQ000037 clearly showed that the effect of the MeSHD012176 on the breakdown of the MeSHD012176 receptors is receptor-MeSHD008024 agonist-dependent and blunted by the antagonist. An MeSHD024202, using nuclear extracts from RA-treated MeSHD002477, showed that a reduction in complex formation with MeSHD006728 MeSHD020218 correlated with the reduction of RAR and MeSHD047488. These data suggest that RA induces the breakdown of RARs through a process involving MeSHD054875 and that this phenomenon MeSHQ000209 a reduction in the formation of MeSHC033365 complexes.
93	12693446	MeSHD012380 of modified Widal test in the MeSHD003933 of MeSHD014435.	To evaluate the diagnostic MeSHD012680 of modified Widal for recent MeSHD007239 in comparison with conventional Widal test. Modified widal test was simultaneously done along with conventional Widal test in MeSHD044967 samples obtained from 50 bacteriologically positive cases of MeSHD014435 as well as 50 healthy individuals. A four-fold difference in the titres was noticed in the 50 sera of the test group and no MeSHD005249 in the titres of the MeSHD035061. The early rising O MeSHD000906 which are predominantly MeSHD007075 in MeSHD019368. These are due to recent MeSHD007239 and are inactivated by MeSHD008623. On the other MeSHD006225 H is a mixture of MeSHD007074 and MeSHD007075 hence MeSHD007075 portion gets inactivated giving rise to fall in titre. By inactivating MeSHD007075 in modified Widal test, the MeSHD000371 would be brought about only by specific MeSHD007074 while in the conventional Widal test MeSHD000371 is due to specific MeSHD007074 and MeSHD007075. The difference in the titres indicates specific MeSHD007075 class of MeSHD000906 which is the hallmark of recent MeSHD007239. If conventional Widal test and modified Widal test are simultaneously done, one can be definite about the MeSHD003933 of MeSHD014435.
94	12417439	MeSHD007109 MeSHD015870 increases in the MeSHD000375 MeSHD051189 MeSHD006624.	Using MeSHD020411, basal and MeSHD008070 (LPS)-induced MeSHD015870 was examined in the MeSHD006624 of 3-, 12-, 18- and 24-month-old MeSHD008297 C57BL/6 MeSHD051379 to identify MeSHD005796 whose altered expression could influence hippocampal MeSHQ000502 in advanced age. MeSHD005796 MeSHD004602 that changed with age were selected with a t-MeSHD020500 and specific expression patterns were confirmed with real-MeSHD013995 quantitative MeSHD016133. Basal expression of 128 MeSHD005796 MeSHD004602 clearly changed with age in the MeSHD006624. Fourteen MeSHD005796 MeSHD004602 showed increased expression with age and these increases were validated after LPS stimulation. MeSHD008285 (MHC) TL region and thymic shared MeSHD000941 (MeSHC084839) MeSHD015870 increased, suggesting MeSHD013601 activation in the MeSHD006624 with age. MeSHD016207 (MeSHD007378 (IL)-1beta, MeSHD014409 (TNF)-alpha) and MeSHD018925 (MeSHD008264 chemotactic MeSHD011506-1) expression increased sharply in 24-month-old MeSHD051379. These MeSHQ000175 are in contrast to a decrease in the peripheral MeSHD007109, documented by decreased MeSHD013601 proliferation and decreased ratios of naive to MeSHD000091246. Age-related increases in inflammatory potential in the MeSHD001921 may contribute to MeSHD019636 of the MeSHD000368.
95	11403571	The MeSHD000078791 (TAP) MeSHD008722: a general MeSHD008722 of MeSHD011506 complex MeSHQ000302.	Identification of components present in MeSHD001688 complexes requires their MeSHQ000302 to near homogeneity. MeSHQ000379 of MeSHQ000302 vary from MeSHD011506 to MeSHD011506, making it impossible to design a general MeSHQ000302 strategy valid for all cases. We have developed the MeSHD000078791 (TAP) MeSHD008722 as a tool that allows rapid MeSHQ000302 under native conditions of complexes, even when expressed at their natural level. Prior MeSHD019359 of complex composition or MeSHQ000502 is not required. The TAP MeSHD008722 requires fusion of the TAP tag, either N- or C-terminally, to the target MeSHD011506 of interest. Starting from a relatively small number of MeSHD002477, active MeSHD046911 can be isolated and used for multiple applications. Variations of the MeSHD008722 to specifically purify complexes containing two given components or to subtract undesired complexes can easily be implemented. The TAP MeSHD008722 was initially developed in MeSHD015003 but can be successfully adapted to various organisms. Its simplicity, high yield, and wide applicability make the TAP MeSHD008722 a very useful MeSHD008722 for MeSHD011506 MeSHQ000302 and MeSHD020543 exploration.
96	11990295	Functional properties of EGFP-tagged MeSHD018482 MeSHD002118-release channel (MeSHD019837) expressed in MeSHD019556: MeSHD012680 to MeSHD002110 and 4-chloro-MeSHC042041.	We constructed and expressed in MeSHD019556, three E-MeSHD049452 (EGFP) tagged recombinant MeSHD018482 MeSHD019837 (RYR). EGFP was tagged to (i) the NH2-terminus (nEGFP-RYR(FL)) and to (ii) the COOH-terminus (cRYR(FL)-EGFP) of the full length RYR; we also tagged the EGFP to (iii) the NH2-terminus of a truncated version of the RYR (nEGFP-RYR(Bhat)) lacking the bulk of the MeSHD011506. The fluorescent pattern EGFP with all three constructs colocalize with that of an MeSHD004721 (ER) MeSHD008566 tracker MeSHD005456, indicating that the RYR constructs are targeted to ER MeSHD008566. Our results show that: (i) COOH-terminal tagging abolishes the MeSHD012680 of the RYR to MeSHD002110, whereas the presence of EGFP at the NH2-terminus does not MeSHD000339 MeSHD002110 MeSHD012680 and (ii) 4-Cl-MeSHC042041 MeSHD012680 is lost both with the truncated nEGFP-RYR(Bhat) and the nEGFP-RYR(FL), while COOH-terminal tagging does not MeSHD000339 MeSHD012680 to 4-chloro-MeSHC042041. The dose-response curves of MeSHD002110-induced MeSHD002118 release of nEGFP-RYR(FL) differ from those of the truncated nEGFP-RYR(Bhat). Maximal MeSHD002118 release was approached at 10 mM MeSHD002110 with the nEGFP-RYR(FL), while MeSHD002477 expressing the nEGFP-RYR(Bhat) construct displayed a bell shaped curve and the maximal concentration for MeSHD002110-induced MeSHD002118 release was 5 mM. Equilibrium [3H]-MeSHD012433 binding confirmed the MeSHD002118 MeSHD010783 data. Our results demonstrate that EGFP tagging modifies the pharmacological properties of RYR, and suggest that 4-chloro-MeSHC042041 and MeSHD002110 act through different mechanisms and probably interact with different sites on the RYR MeSHD002118 release channel.
97	10662772	Mass transport of proform of a KDEL-tailed MeSHD057056 (SH-EP) to MeSHD011506 storage MeSHD014617 by MeSHD004721-derived vesicle is involved in MeSHD011506 mobilization in germinating MeSHD012639.	A vacuolar MeSHD057056, designated SH-EP, is expressed in the MeSHD018548 of germinated MeSHD000070658 MeSHD012639 and is responsible for the MeSHQ000378 of storage MeSHD011506. SH-EP is a characteristic vacuolar MeSHD010447 possessing a COOH-terminal MeSHD004721 (ER) retention sequence, KDEL. In this MeSHD014937, immunocytochemical MeSHQ000032 of the MeSHD018548 MeSHD002477 of germinated V. mungo MeSHD012639 was performed using seven kinds of MeSHD000906 to identify the intracellular transport pathway of SH-EP from ER to MeSHD011506 storage MeSHD014617. A proform of SH-EP synthesized in ER accumulated at the edge or middle region of ER where the MeSHD022161 was formed. The vesicle containing a large amount of proSH-EP, termed KV, budded off from ER, bypassed the MeSHD006056, and was sorted to MeSHD011506 storage MeSHD014617. This massive transport of SH-EP via KV was MeSHD013850 to mediate dynamic MeSHD011506 mobilization in the MeSHD018548 MeSHD002477 of germinated MeSHD012639. We discuss the possibilities that the MeSHC073762 of KDEL-tailed vacuolar MeSHD057056 MeSHQ000502 as an accumulation signal at ER, and that the mass transport of the MeSHD010447 by ER-derived KV-like vesicle is involved in the MeSHD011506 mobilization of MeSHD010944.
98	9415705	Characterization of a MeSHD006801 MeSHD005982 mu cluster containing a duplicated GSTM1 MeSHD005796 that MeSHQ000209 ultrarapid MeSHQ000201.	The mu class MeSHD005982 MeSHD005796 GSTM1 is polymorphic in MeSHD006801, with approximately half of the Caucasian MeSHD011153 being homozygous deleted for this MeSHD005796. GSTM1 MeSHD004798 MeSHQ000172 has been suggested to predispose people to MeSHD008168 and MeSHD001749. Some people in a Saudi Arabian MeSHD011153, however, have been described previously with ultrarapid GSTM1 MeSHQ000201. Here we have evaluated the MeSHD008967 basis for this MeSHD019370. Genomic MeSHD004247 from two Saudi Arabian subjects exhibiting ultrarapid MeSHQ000201 and from 13 Swedish subjects having null, one, or two GSTM1 MeSHD005796 were subjected to MeSHD012150 MeSHQ000032 using the restriction MeSHD004798 MeSHD015246, EcoRV, and HindIII and combinations thereof. Hybridization was carried out using a full-length GSTM1 MeSHD018076 or the 5' and 3' parts of the MeSHD018076. The MeSHD015183 data revealed the presence of a GST mu cluster with two GSTM1 MeSHD005796 in tandem situated between the GSTM2 and GSTM5 MeSHD005796. A quantitative MeSHD060885 MeSHD008722, which simultaneously amplified a fragment of the GSTM1 MeSHD005796 and the MeSHD055544 MeSHD005796, was developed, and the genomic GSTM1 copy number was determined from the GSTM1/MeSHD055544 ratio. This MeSHD008722 clearly MeSHD004243 GSTM1 +/- subjects (ratios between 0.4 and 0.7) from GSTM1 +/+ subjects (ratios between 0.8 and 1.2). The two Saudi Arabians with ultrarapid GSTM1 activities had ratios of approximately 1.5, indicating that they carried three GSTM1 MeSHD005796. These results demonstrate the existence of a novel mu class GST cluster containing a duplicated active GSTM1 MeSHD005796 causing ultrarapid MeSHQ000201.
99	10981425	[Effects of age on the MeSHQ000209 of MeSHQ000150 and the extent of lesions in MeSHD014376 of thoracic MeSHD008198 in MeSHD002648].	Fifty one MeSHD002648 with MeSHD014376 of intrathoracic MeSHD008198 were examined to define an MeSHD001244 of the severity and extent of damage with age. This type of MeSHD014376 that occurs in babies runs with MeSHQ000150. It is more frequently detected in MeSHD002648 under 3 years on their MeSHD012017 to MeSHD000072143. In MeSHD012574-age MeSHD002648, this MeSHD014376 is accompanied by the involvement of a group of intrathoracic MeSHD008198 and diagnosed more frequently in the phase of early calcification.
100	10366440	The Schrödinger's MeSHD002415 quandary in MeSHD003585: integration of live MeSHD002477 functional assays with measurements of fixed MeSHD002477 in MeSHQ000032 of MeSHD017209.	"The existing cytometric MeSHQ000379 do not allow one to directly correlate, within the same MeSHD002477, functional MeSHD002477 attributes that are revealed supravitally with features that require MeSHD002477 fixation to be detected or measured. Taking advantage of the ""file merge"" feature of the MeSHD007834-scanning cytometer, we have been able to correlate the supravital changes that occur during MeSHD017209, namely the drop in MeSHD053078 (Delta Psim) and generation of the reactive MeSHD010100 intermediates (ROIs), with features revealed by MeSHQ000032 of fixed MeSHD002477: the MeSHD002453 position and MeSHD053938. The MeSHD002453 position was established based on the MeSHD002477's stainability with MeSHD011419 while MeSHD053938 was assessed by in situ MeSHD004247 strand break labeling using exogenous MeSHD004253. During MeSHD017209 of MeSHD018922 induced by the MeSHD059004 MeSHD002166 (MeSHC000708228), the dissipation of Delta Psim occurred preferentially in MeSHD016196 MeSHD002477 and preceded the appearance of MeSHD004247 strand breaks. Essentially all MeSHD002477 with MeSHD004247 strand breaks had dissipated Delta Psim. Compared to the decrease of Delta Psim, the MeSHC000708228-induced rise in ROIs during MeSHD017209 was less restricted to MeSHD016196 MeSHD002477. Furthermore, no elevation of ROIs was detected in a significant proportion of MeSHD002477 with MeSHD004247 strand breaks. The data suggest that MeSHD053938 may occur in some MeSHD002477 prior to the increase in ROIs and thus, unlike the dissipation of Delta Psim, the MeSHD018384 may not be a prerequisite for activation of an MeSHD004720. Alternatively, the MeSHD018384 may be a MeSHD014171 event, occupying a narrow ""MeSHD013995 window"" during the apoptotic process. The approach opens a possibility to study direct relationships, within the same MeSHD002477, between cellular changes (e.g., occurring during MeSHD017209, mitogenesis, differentiation, etc.) detected by functional assays of live MeSHD002477 and changes that cannot be analyzed supravitally."
101	10603087	NKX2 MeSHD015870 in MeSHD054258 but not in mesendodermally derived structures depends on sonic MeSHD006364 in MeSHD051379 MeSHD004628.	NKX2 MeSHD005796 in MeSHD014714 encode a sub- MeSHD005190 of homeodomain-containing MeSHD014157 which regulate morphogenetic events and MeSHD002454 during MeSHD047108. In MeSHD051379 MeSHD004628 several NKX2 MeSHD005796 are expressed in the ventral midline domains of the MeSHD054258, while other NKX2 MeSHD005796 are primarily expressed in the mesendoderm and mesendodermally derived organs, such as MeSHD006321 and gut. Within several patterning centers for MeSHD014024 MeSHD009938 sonic MeSHD006364 (Shh) is an important signal in the formation of ventral midline structures in MeSHD014714 MeSHD004628. Here, we investigated the MeSHD012380 of Shh in the embryonic expression of six different but closely related NKX2 MeSHD005796 in Shh null mutant MeSHD051379. We found that expression of NKX2.1, NKX2.2, and NKX2.9 in neural domains requires Shh signaling, whereas NKX2.3, NKX2.5 and NKX2.6 expression in MeSHD004707 and MeSHD008648 is independent of Shh.
